theta_kw,kw,theta_ke,ke,theta_sst,sst,theta_rsm,rsm,theta_data,data
-19.3197278911565,1.00912571793236,-18.8924338828074,1.00216070331999,-18.8924338828074,1.01005881067915,-18.8924338828074,1.00646876187953,-30.042539927022,0.972004293403193
-16.4828770681678,1.00934080091923,-17.9475096417723,1.00216070331999,-17.8530172176687,1.01005881067915,-17.8530172176687,1.00646876187953,-27.5384906882789,0.969850264123422
-12.6559338919755,1.00503274235969,-15.1127369186668,1.00144269356007,-16.9553391886854,1.01005881067915,-16.8136005525301,1.00575075211961,-24.9899744264283,0.955532304793177
-11.0495626822157,1.00000667404022,-14.1678126776317,1.00088424152457,-15.1127369186668,1.00999353706461,-15.7741838873914,1.00575075211961,-22.5303922107927,0.972722303163117
-8.52976470612204,0.982056430042126,-11.2385475304228,0.993675133429983,-14.0733202535282,1.00947134814831,-14.7347672222528,1.00555493127599,-20.0704394366312,0.970653371336373
-7.36435814217871,0.96991553773796,-10.2463770773359,0.989021124713386,-13.128396012493,1.00886212774595,-13.663853082413,1.00289865779547,-17.5222937333064,0.959798127484489
-6.51392632524708,0.961747011118568,-8.61174099269337,0.975622208040842,-11.2385475304228,1.00620766742138,-12.6559338919755,1.00235652416361,-15.0654907066151,0.972722303163117
-5.04929375164262,0.950104995725518,-6.89189602166114,0.958362107964642,-10.1991308652841,1.00444527982884,-11.6165172268368,0.999810853196604,-12.4540186444948,0.99955328653478
-3.49016875393464,0.938845297217623,-6.09221466364323,0.948819400127632,-9.25420662424898,1.001043799249,-10.5771005616982,0.995306973793446,-10.0570017645665,0.936103805407005
-2.59249072495126,0.933411268807291,-5.02141597379693,0.9382897255903,-7.36435814217871,0.985515931612667,-9.53768389655953,0.989105980412286,-7.6005892024375,0.862148800134857
-1.22235057545031,0.928349299999828,-3.49016875393464,0.926312763226226,-6.46668011319532,0.96949125924346,-8.49826723142087,0.978270560398891,-5.04929375164262,0.832710399977983
0.289528210205908,0.927552961902458,-2.5452445128995,0.920227811826468,-5.85247935652249,0.955346466972962,-7.50609677833398,0.963244574332123,-2.50188964474679,0.814805360561583
1.23445245124105,0.928684371221126,-1.11615016376921,0.913401403956605,-5.14378617574613,0.929641717567691,-6.70291117345411,0.9471816702744,-0.0439744631006107,0.797485685873488
2.55734638869024,0.933949776127233,0.384020634309422,0.913584408391214,-4.67132405522857,0.913306995529425,-6.08871041678127,0.931795746847462,2.41910066315357,0.867912434900315
4.06922517434646,0.942892261319011,1.28169866329281,0.915371273589206,-4.29335435881451,0.898587795450988,-5.47450966010843,0.913640357203676,4.93071302595112,0.902871729419272
5.0141494153816,0.950224664018839,2.72612748803225,0.923931078493938,-3.67915360214167,0.872344538725774,-4.81306269138383,0.900613608702201,7.43090009769987,0.99755716749299
6.43153577693431,0.962382962620215,4.16371759844998,0.931534652389308,-3.26338693608621,0.853532683015772,-4.29335435881451,0.885484117332379,9.9920322921371,0.981054555958511
7.94341456259053,0.976181804733658,5.15588805153687,0.940373570112685,-2.82872178521004,0.838598080009358,-3.91538466240046,0.869687902614056,12.4345838964516,0.949788226713787
8.65210774336688,0.984928469081821,6.3164525069287,0.94977664326739,-2.21452102853721,0.811349609620251,-3.60828428406403,0.853532683015772,14.8941879954647,0.966978225083727
11.8648501628864,1.00359672283984,7.387251196775,0.962220804084237,-1.50582784776085,0.793937872942099,-3.39567632983113,0.8397708292839,17.3454107608901,0.952618029885251
15.7390395511304,1.00934080091923,8.4158766831081,0.973570860152118,-1.12785815134679,0.785321755823014,-3.01770663341707,0.822760836161896,19.9408157457582,1.03012435314009
19.2825054550122,1.00934080091923,9.17181607593621,0.981338420282202,0.0176366843033549,0.774601148691768,-2.35625966469247,0.805938893215111,22.4007554504281,1.05457541579443
,,11.9120963749381,0.996677719698755,1.23445245124105,0.790758115433866,-1.60032027186436,0.789789372106984,24.9048046891713,1.00216070331999
,,12.8570206159732,0.998490875658158,1.89589941996564,0.807067194266419,-0.655396030829223,0.776966733162083,27.4088539279144,0.96195215676426
,,15.6917933390787,1.00144269356007,2.84082366100078,0.838762196525911,0.384020634309422,0.776313997016698,29.9158560549107,1.00727652285945
,,16.6839637921656,1.00144269356007,3.2660395694666,0.854011356189054,1.28169866329281,0.786668024122871,,
,,19.2352592429604,1.00216070331999,3.59676305382889,0.868850224560812,2.03763805612092,0.801701353471275,,
,,,,4.16371759844998,0.896756870563182,2.69908502484552,0.816794516966339,,
,,,,4.58893350691579,0.910973463809673,3.21879335741484,0.831274380458135,,
,,,,4.91965699127809,0.931948051948052,3.50227062972538,0.846591922003175,,
,,,,5.72284259615795,0.953647177207809,3.80464638685662,0.867892878214247,,
,,,,6.38428956488255,0.970119517783393,4.30545623460525,0.888715161252036,,
,,,,7.14022895771066,0.984300210541887,4.70967382660361,0.901858728801752,,
,,,,8.98283122772919,1.0001372212693,5.43936532384741,0.914443844315971,,
,,,,10.0222478928678,1.00398836452707,6.0063198684685,0.931915415140783,,
,,,,10.967172133903,1.00599008870625,6.62052062514134,0.948207398502862,,
,,,,12.9515130400768,1.008100602243,7.47095244207296,0.964040912429493,,
,,,,13.9909297052154,1.00940607453377,8.51036910721162,0.979314938231508,,
,,,,14.8886077341988,1.01005881067915,9.54978577235027,0.99046802316899,,
,,,,16.7312100042173,1.01005881067915,10.5892024374889,0.995437521022523,,
,,,,17.770626669356,1.01005881067915,11.6286191026276,1.00000667404022,,
,,,,18.8100433344946,1.00842697031569,12.6680357677662,1.00261761862176,,
,,,,,,13.7074524329049,1.00451055344338,,
