theta_kw,kw,theta_ke,ke,theta_sst,sst,theta_rsm,rsm,theta_data,data
-29.3652083236059,1.0089203312646,-29.2582527898398,1.00589992881871,-29.3652083236059,1.01768686519292,-29.2820206862323,1.02209878096077,-29.9393939393939,1.05795918367347
-28.4560862865948,1.00850287726801,-28.4026085197118,1.00423502405585,-28.1886974521797,1.01768686519292,-28.1886974521797,1.02181229292389,-27.1111111111111,1.03102040816327
-27.1191421145196,1.0040729536807,-25.8535016316218,0.995807364548285,-27.3865309489346,1.01768686519292,-27.0121865807536,1.02122294610518,-23.8787878787879,1.0065306122449
-25.6217646417955,0.998459425232483,-23.6363636363636,0.982040816326531,-25.5148091080294,1.01569781967977,-25.8356757093275,1.02019158917244,-21.5353535353535,0.983265306122449
-24.6056870710183,0.992262075091978,-21.8585858585859,0.968571428571429,-24.3382982366033,1.01326676405259,-24.6591648379014,1.01812887530695,-19.1919191919192,0.930612244897959
-23.2152651320602,0.984057262350241,-19.8383838383838,0.95265306122449,-23.4826539664752,1.01233854281312,-23.4826539664752,1.01628716649848,-16.6060606060606,0.865714285714286
-21.664409892453,0.971791481685825,-17.8140106768766,0.930463536023739,-21.8783209599851,1.00877299455992,-22.3061430950491,1.01319309570025,-14.1010101010101,0.722448979591837
-20.7018100885589,0.963624818626548,-16.8514108729825,0.91963428822993,-19.8996435853138,1.00087206377158,-21.129632223623,1.00958334643565,-11.5151515151515,0.614693877551021
-19.3648659164838,0.950832835445426,-14.5518668970133,0.899983255243546,-17.8140106768766,0.984830780049798,-19.9531213521969,1.00466230049941,-9.17171717171717,0.565714285714286
-17.8140106768766,0.935178310573424,-13.7497003937682,0.884973328454509,-16.7979331060995,0.971901984214333,-18.7766104807707,0.997796410061433,-7.07070707070707,0.515510204081633
-16.8514108729825,0.925190986806345,-12.8940561236401,0.876847709191535,-16.3166332041525,0.959341530140562,-17.6000996093446,0.98726183567698,-4.48484848484848,0.483673469387755
-15.5144667009074,0.91173335744159,-10.1132122457238,0.848765333279971,-14.8727334983113,0.914367001037703,-16.5840220385675,0.972611042105594,-1.81818181818181,0.492244897959184
-13.7497003937682,0.893629359854321,-9.1506124418297,0.83964098164029,-14.4983891301303,0.901266312380114,-15.9422888359714,0.952453539196881,0.929292929292934,0.471428571428572
-12.8940561236401,0.885437439074243,-6.26281303014739,0.818045630354677,-13.9636114613002,0.876685638816389,-15.5144667009074,0.933815446055156,3.5959595959596,0.509387755102041
-11.664067485331,0.87445717115814,-5.30021322625328,0.812089017865566,-13.4823115593532,0.858047545674664,-15.0866445658433,0.914367001037703,6.1010101010101,0.537551020408163
-10.1132122457238,0.860478601301846,-2.41241381457097,0.799260200508275,-13.1079671911721,0.844541681079211,-14.6695179841559,0.89159611332977,8.52525252525253,0.615918367346939
-9.1506124418297,0.852259317990899,-1.44981401067687,0.798081506870853,-12.5731895223421,0.815098896261124,-14.3486513828579,0.874416653564353,10.949494949495,0.723673469387755
-7.81366826975455,0.842650860035848,1.43798540100543,0.798376180280209,-12.091889620395,0.794637511399013,-13.9636114613002,0.853793198327097,13.4545454545455,0.830204081632653
-6.26281303014739,0.831305933775668,2.40058520489954,0.799470681514957,-11.771023019097,0.783495173107764,-13.6962226268852,0.833601930756895,15.8787878787879,0.917142857142857
-5.30021322625328,0.825633470645577,5.28838461658185,0.812299498872248,-11.3966786509159,0.758374264960221,-13.3753560255871,0.811047136882488,18.7070707070707,0.982040816326531
-3.96326905417814,0.819758419546555,6.30446218735896,0.817833833841703,-10.9153787489689,0.738318056035974,-13.0544894242891,0.785818181818182,21.0505050505051,1.01265306122449
-2.30545828080496,0.813699197566686,9.13878383215826,0.839925130999311,-10.5945121476709,0.726365365868998,-12.7443183763677,0.760643250212258,23.3131313131313,1.01387755102041
-1.39633624379387,0.812667840633942,10.1013836360524,0.84878638138064,-10.1132122457238,0.701325492909028,-12.5197117554591,0.739533583849565,25.2525252525252,1.01510204081633
-0.059392071718726,0.811047136882488,12.9891830477347,0.877643327396794,-9.63191234377675,0.680377896921481,-12.2951051345504,0.720936008301626,28.1616161616162,1.00163265306122
1.43798540100543,0.813183519100314,14.0052606185118,0.889144798905695,-9.25756797559571,0.667614854878778,-11.9956296400056,0.698804398184544,,
2.40058520489954,0.814520073492747,14.5935160542248,0.908199322872446,-8.66931253988264,0.64114336027169,-11.771023019097,0.675718373636049,,
3.73752937697468,0.81915065563976,16.8395822633111,0.920665645162674,-8.02757933728658,0.623315619005692,-11.557111951565,0.656067340649665,,
5.39534015034786,0.827106837692354,17.8021820672052,0.930516156275409,-7.54627943533952,0.609269519826421,-11.2897231171499,0.63817207006069,,
6.35793995424196,0.832463579312421,20.1552038100574,0.95691047451338,-6.74411293209444,0.582325319958492,-10.8084232152029,0.61818339045942,,
7.69488412631711,0.842448272066916,22.1010101010101,0.974693877551021,-5.83499089508334,0.56452008846682,-10.4073399635803,0.599140121379831,,
9.24573936592427,0.853406439477318,24.0056030256339,0.989324549542467,-5.08630215872126,0.550762114398918,-9.68539011065975,0.575486850518328,,
10.2083391698184,0.861983540499625,25.556458265241,0.99418666079683,-3.26805808469906,0.529265689186446,-9.21172988969599,0.558749868602515,,
11.4918055750105,0.873282160938335,28.3907799100403,1.0088712190297,-2.09154721327294,0.520572823610464,-8.18801263793559,0.543888857125705,,
12.9891830477347,0.886925539791487,29.3533797139344,1.00946758188197,-1.28938071002786,0.518712697713908,-7.01150176650947,0.533612121974438,,
13.9517828516288,0.896018319280167,,,0.475385597111334,0.516521064231828,-5.83499089508334,0.526024281683538,,
