theta_kw,kw,theta_ke,ke,theta_sst,sst,theta_rsm,rsm,theta_data,data
-19.1288935784535,0.0997330496104292,-18.8965517241364,0.0993710691823899,-18.5747398374367,0.099178741089034,-18.6333735669623,0.100543833014057,-29.1546668341871,0.113667003444729
-17.715036475187,0.0996252477483632,-16.1379310344812,0.0993710691823899,-16.7922561134691,0.099178741089034,-16.7250060808428,0.101044757342366,-26.5878028920461,0.102479113759805
-15.9619379507195,0.0996252477483632,-13.5269951864464,0.0998190560724806,-15.4079868384731,0.099178741089034,-15.4159910036587,0.101712656446779,-23.2659789669225,0.106782148254006
-14.3689782337755,0.100056455196627,-11.9566784218424,0.101962749620501,-13.568615336081,0.099178741089034,-13.5370395866894,0.104094134190949,-20.850107021378,0.0930124378725621
-10.9554931260383,0.10580588784014,-10.3345929726912,0.10917955318649,-11.6831918225834,0.0994268231302837,-11.3286281952378,0.111326229180915,-18.2077470809388,0.0891397068277809
-8.96158436469344,0.121493625481724,-9.07273128684875,0.116141248278894,-10.3491884682057,0.101188665034344,-9.13566024009009,0.124431661920308,-15.5653871404995,0.0912912240748815
-7.14105897390027,0.1386392549722,-7.63830731918171,0.130264422208077,-8.79004194842318,0.10265188966653,-7.51409942818509,0.137580925538428,-13.1959742708309,0.0971389376182834
-5.49391695365884,0.153094971333032,-6.43037134640949,0.143275978892924,-7.47891410283,0.11214102774433,-6.12419016083794,0.151497229534272,-10.3999999999984,0.10503144654088
-3.91612828163807,0.164823813925798,-5.0110465784021,0.157988258735003,-6.05942858404731,0.127506609174233,-4.50262934893294,0.165997945246476,-8.40346946409656,0.112876175483632
-2.24057065344513,0.172738866198367,-2.88205942639104,0.170510089113128,-5.22507450048803,0.142303669259604,-2.03167954031576,0.165121327671935,-5.7509073617251,0.122273072433131
0.0435144433370454,0.176423294284085,-0.48128668050623,0.17674948912972,-4.16316930323075,0.156485692617712,0.362053086782083,0.161439533858861,-3.47092821311753,0.133030658668635
2.48605267598452,0.171550650118708,1.79869246810136,0.174554941537678,-3.1553426113893,0.16202303308704,2.65282947185423,0.167166768679198,-0.768171474039633,0.134321569016895
4.67068314493633,0.159439880928909,3.80688602283519,0.165389478065029,-1.96350853748351,0.156051549045525,5.07230115945856,0.161030445657409,1.64770047150483,0.130018534522694
6.55863540205516,0.142586286112389,4.89402839833022,0.157342803560872,-0.0369091081738588,0.146413561742974,6.46221042680571,0.148494814341468,4.21456441364583,0.136042782814576
8.34966153883087,0.126188653245793,5.87547637620764,0.14806737365115,2.10712805200274,0.157932837858335,7.77490251263356,0.134951072814804,6.87457276927171,0.121373347038889
9.85051134016928,0.113716148918839,7.15890834727816,0.134116662612409,3.20941654875892,0.162441767242313,9.56805706124811,0.120511233323054,8.99926007391122,0.120483259534819
11.6038506748737,0.103434246874691,8.91034482758806,0.120125786163522,4.18037153236219,0.153591402136465,12.0218474961943,0.110724550754753,11.7641642434723,0.112806396545888
13.3181787512039,0.0999780538423971,10.5478398264447,0.105228274686656,5.11152848167677,0.142342527789214,13.960856721012,0.103124984761317,14.0965517241398,0.0955974842767296
14.9869936927643,0.0994684450399037,12.4436282281567,0.100601425980517,5.84310999433748,0.129780503131027,15.4855896386308,0.101670912752753,16.4449161379647,0.0887094033783608
16.6558086343247,0.0996252477483632,13.953548194122,0.0988773145165107,6.30418192687677,0.123242699090254,17.2726158395058,0.100653410210874,19.1627720767022,0.0887094033783608
18.3246235758851,0.0996252477483632,16.6344827586226,0.0993710691823899,7.06268563920338,0.113765965114516,18.7397422883722,0.100543833014057,21.4276520256502,0.0801033343899581
19.6141623943636,0.0996252477483632,19.9932280579831,0.100327596512704,8.03785453231964,0.105912656280471,,,23.6925319745981,0.0783821205922776
,,,,9.4898975186486,0.10087584778031,,,26.418776357591,0.0698238630982548
,,,,11.1586056857672,0.0997865420900958,,,28.8262598588801,0.0637518033119929
,,,,12.8273138528858,0.0990998058940908,,,,
,,,,14.4960220200044,0.0989024679067332,,,,
,,,,16.1799002613695,0.099178741089034,,,,
,,,,17.8334383542415,0.099178741089034,,,,
,,,,19.1684048879364,0.099178741089034,,,,
